episod,total_reward
463,-169.053649163
464,-165.895761092
465,-162.73961459
466,-166.808791611
467,-169.319404061
468,-167.775548407
469,-162.969843627
470,-149.434844219
471,-114.005961845
472,-103.547908602
473,-135.503181437
474,-134.987100667
475,-167.260185243
476,-162.684643857
477,-168.380381941
478,-165.869336744
479,-165.85534818
480,-167.783455554
481,-163.827906284
482,-161.716664169
483,-166.001167519
484,-161.457582133
485,-166.639774039
486,-164.90429401
487,-165.730497174
488,-170.393667901
489,-168.44858202
490,-165.311393793
491,-167.497604999
492,-167.676835722
493,-166.720913026
494,-163.371579232
495,-166.540393683
496,-167.284685593
497,-164.05210737
498,-165.740145758
499,-164.998912511
500,-166.202521122
501,-164.607628166
502,-163.195144896
503,-166.479810539
504,-166.377463679
505,-160.717925303
506,-165.699491924
507,-168.899744336
508,-167.795468302
509,-164.004537313
510,-167.927438251
511,-162.52790239
512,-162.982363401
513,-167.206572295
514,-166.19072539
515,-161.004998446
516,-167.760992122
517,-164.062542573
518,-163.618887179
519,-159.433975674
520,-165.219476285
521,-168.616785848
522,-161.193195537
523,-160.711664206
524,-166.269405686
525,-165.064515952
526,-165.454179482
527,-165.425724425
528,-166.817874417
529,-164.338169521
530,-165.316717858
531,-164.434287964
532,-166.381537121
533,-166.387402594
534,-166.491902018
535,-160.597780629
536,-163.194626729
537,-163.818039701
538,-165.923789254
539,-165.697402877
540,-168.641138813
541,-162.694367202
542,-161.117653169
543,-165.766112043
544,-172.316052341
545,-165.08227761
546,-167.91755535
547,-164.183650562
548,-161.529786328
549,-170.069435417
550,-168.021962936
551,-167.599390088
552,-166.025329254
553,-169.006651304
554,-161.573113894
555,-168.308684356
556,-163.069432046
557,-164.293122788
558,-164.697613885
559,-168.811819044
560,-162.062691382
561,-164.619763926
562,-161.814660674
563,-163.401348496
564,-165.781235783
565,-163.674759663
566,-167.309180034
567,-169.626789498
568,-166.210820035
569,-163.945134855
570,-168.020234435
571,-164.486768836
572,-162.287686409
573,-168.024628328
574,-166.625539908
575,-168.867593649
576,-160.993424802
577,-163.252525394
578,-166.277125847
579,-162.786307011
580,-166.765259933
581,-162.486685803
582,-165.212636032
583,-164.743182979
584,-166.272291058
585,-163.489549192
586,-164.641016125
587,-165.062843159
588,-165.882170919
589,-164.224928583
590,-166.573450508
591,-166.130459594
592,-164.230653654
593,-161.645102808
594,-162.128162652
595,-166.450725499
596,-163.038823192
597,-166.360046961
598,-161.677561136
599,-164.51509681
600,-165.633480188
601,-167.200361697
602,-168.109550239
603,-168.610749841
604,-160.116487085
605,-170.418044793
606,-164.519084915
607,-164.527057293
608,-162.043739634
609,-170.239724368
610,-166.382235238
611,-163.136701771
612,-165.647434767
613,-165.843073533
614,-166.373492342
615,-168.079673581
616,-161.196702094
617,-165.434369215
618,-165.797340688
619,-163.515009527
620,-163.271173092
621,-167.331126976
622,-165.964837108
623,-160.487385048
624,-136.667287062
625,-162.069880632
626,-165.183115787
627,-48.3267978322
628,-18.6287041645
629,-19.2673894072
630,-31.4133892404
631,5.23591068014
632,-9.57902579351
633,-7.70967820624
634,-138.493064943
635,-0.743569507848
636,-9.11076084641
637,-49.4531139746
638,-22.4642908079
639,-18.85640693
640,-18.6378289177
641,-19.2773788322
642,-19.1797720895
643,-18.9758235111
644,-19.6111690185
645,-19.3698824303
646,-18.8001893002
647,-18.3293283342
648,-18.8782627391
649,-18.731817578
650,-19.191936332
651,-18.932140637
652,-18.2745085029
653,-18.3494983401
654,-18.7048102448
655,-18.7976658062
656,-21.4711398501
657,-31.2470589409
658,-19.5509206826
659,-18.6657171684
660,-19.3485402907
661,-18.3338088718
662,-19.2071131549
663,-19.345023737
664,-18.276086218
665,-17.8596124482
666,-17.9683337033
667,-18.3512051879
668,-17.4482171436
669,-18.1466010728
670,-19.3965655583
671,-19.3688185067
672,-19.0875727555
673,-19.9025340294
674,-19.1316561316
675,-19.3220280088
676,-19.16203289
677,-18.3632438948
678,-18.556653099
679,-17.8565965303
680,-18.714427373
681,-18.8077995735
682,-18.7443085274
683,-18.3009719558
684,-18.1707539016
685,-20.3246882201
686,-18.2461585725
687,-17.8972927533
688,-19.5496676133
689,-19.2418638751
690,-17.9826972921
691,-18.0810556255
692,-18.1171216308
693,-19.550571871
694,-18.5168141249
695,-17.7425852868
696,-19.2370857999
697,-18.9570886832
698,-17.7207672764
699,-18.0893606013
700,-19.2279317343
701,-18.1544011066
702,-18.6247331477
703,-18.0697239985
704,-18.9412543222
705,-18.6668967985
706,-18.7953626807
707,-19.4227242634
708,-19.0708825309
709,-17.6573941825
710,-18.7476656247
711,-20.0634225919
712,-17.8162776874
713,-19.0156817489
714,-19.4052255675
715,-19.200217666
716,-18.8918749309
717,-19.1506217126
718,-18.9871277954
719,-20.3876747078
720,-19.0233634089
721,-18.5216242507
722,-18.3229491248
723,-18.9677135555
724,-19.058249376
725,-18.4439097221
726,-18.2633770599
727,-18.4847631133
728,-18.206271773
729,-18.3279276126
730,-19.4983368328
731,-18.9861400746
732,-18.1446738348
733,-19.2945032963
734,-17.7631541526
735,-18.1790344305
736,-18.6327592479
737,-18.7012253739
738,-18.7195577096
739,-18.1922098292
740,-18.7017722284
741,-18.5999290894
742,-19.0882412668
743,-17.7774895293
744,-18.3922406543
745,-18.5482514096
746,-19.4430324125
747,-19.3205480174
748,-18.736678776
749,-18.7670777184
750,-18.9711507158
751,-18.4139391675
752,-19.4680989371
753,-18.3011988768
754,-19.4673918868
755,-18.2600099192
756,-17.6753567814
757,-18.7906519924
758,-18.6185505517
759,-19.9066325999
760,-18.4150420539
761,-18.9833585237
762,-19.1953578045
763,-18.6817323227
764,-18.6506481937
765,-18.9267507944
766,-18.4454122243
767,-19.5277002398
768,-17.7776996182
769,-18.8834068591
770,-19.4307494
771,-18.6856275165
772,-18.9717695955
773,-19.3494967007
774,-18.656733804
775,-19.6198498928
776,-19.3184520086
777,-18.689774722
778,-18.9545541519
779,-18.7859558832
780,-18.3892171118
781,-18.1302688946
782,-19.2720701615
783,-18.0526789393
784,-19.4159570207
785,-18.2150388082
786,-17.954106283
787,-18.4996878224
788,-17.5731612157
789,-18.8963723523
790,-18.4962300906
791,-19.4325068823
792,-19.2425585131
793,-18.3961557458
794,-19.4118952889
795,-18.8624260326
796,-18.8564279241
797,-20.0072250323
798,-18.0771869052
799,-19.9496879574
800,-18.8901279529
801,-19.1437359108
802,-24.1644146265
803,-21.2742611237
804,-18.3770359502
805,-18.9545833267
806,-19.6924556202
807,-18.6496194322
808,-19.2843171191
809,-18.7033294652
810,-18.480395017
811,-19.4278255656
812,-19.0153102765
813,-18.5989643139
814,-20.1259028289
815,-17.9920530891
816,-18.8822302841
817,-10.3852587927
818,-17.6499696937
819,-25.8877636095
820,-22.855349543
821,-7.39558243414
822,-13.0685747209
823,-9.30636085603
824,-20.2135802234
825,-13.7598427801
826,-16.6026079546
827,-15.3109141785
828,-33.2550733141
829,-58.3889543532
830,-56.0081477516
831,-75.0281107224
832,-29.3397764523
833,-21.0132861696
834,-16.8079100575
835,-6.61960076202
836,-9.08936343042
837,-7.99604319757
838,-17.6452237228
839,-21.9963420714
840,-25.4389058884
841,-10.9922895359
842,-14.6810883995
843,-9.3861926767
844,-11.3020589428
845,-19.3415661596
846,-7.47839115504
847,-7.14099221674
848,-6.67541695963
849,-6.94651327322
850,-6.66631258604
851,-4.05822929785
852,-12.6749405089
853,-6.92752924191
854,-6.77838777856
855,-6.88439349058
856,-6.82301343396
857,-4.12925295616
858,-12.0667795816
859,-7.22993282455
860,-7.18956791199
861,-10.6549670124
862,-12.7781773679
863,-14.4123288999
864,-13.5212396859
865,-7.72887619881
866,-15.0328876174
867,-8.18364914081
868,-21.6430324738
869,-13.9462229749
870,-35.0480965424
871,-21.834392576
872,-13.0632651117
873,-45.9424582166
874,-40.0658316221
875,-38.8126251959
876,-81.9093809441
877,-105.933256144
878,-52.5681762624
879,-108.129556241
880,-104.199791997
881,-93.7979050289
882,-134.257161662
883,-42.1825397969
884,-41.9510423785
885,-44.0100300106
886,-44.2252851043
887,-60.3775473982
888,-109.902668917
889,-41.6024309188
890,-32.9808974045
891,-100.327197363
892,-35.6413155021
893,-11.0249031912
894,-36.9251498833
895,-52.0205093916
896,-57.8298747679
897,-36.074041891
898,-39.2920013082
899,-98.6761668073
900,-88.4096596574
901,-165.087070387
902,-57.8489996626
903,-68.9656221011
904,-126.02515089
905,-105.464246548
906,-103.781214284
907,-48.4997694258
908,-41.1443395898
909,-26.4249580143
910,-38.1395891794
911,-39.1153868467
912,-67.5172251076
913,-65.8887860984
914,-24.3749325073
915,-51.0338555361
916,-25.4607968278
917,-46.0328885415
918,-27.2329381809
919,-35.9745113994
920,-68.1157404889
921,-21.259921802
922,-154.263848022
923,-83.8255865241
924,-57.0101991032
925,-61.0553692191
926,-163.31903295
927,-118.841880265
928,-82.0347197085
929,-84.7857094347
930,-94.9868083818
931,-97.8505827501
932,-142.436907208
933,-165.846889397
934,-165.69872151
935,-105.005499584
936,-161.498495533
937,-152.191608113
938,-167.432800129
939,-163.138311984
940,-150.596222393
941,-166.517136812
942,-165.944509031
943,-146.068737236
944,-164.639845445
945,-109.328181113
946,-163.975096493
947,-158.949990997
948,-159.855581473
949,-105.908324322
950,-102.43885856
951,-155.249367171
952,-166.063258204
953,-161.506611547
954,-116.05168296
955,-37.4279686355
956,-56.7659490923
957,-87.2764572532
958,-111.592347167
959,-135.923380127
960,-126.018325108
961,-159.833636061
962,-101.652494857
963,-168.467896507
964,-111.602018857
965,-165.665117346
966,-104.920062901
967,-162.513546526
968,-161.004718034
969,-159.794174885
970,-162.169388107
971,-112.424268414
972,-77.1427141081
973,-131.4568366
974,-131.506711077
975,-167.350503377
976,-164.825484065
977,-123.475992197
978,-108.643125212
979,-135.84157654
980,-156.943940703
981,-105.304458211
982,-62.967487648
983,-69.1700333266
984,-129.314873896
985,-54.7192918803
986,-136.624003495
987,-48.2689747802
988,-104.37640881
989,-124.331743518
990,-51.8215759374
991,-106.143850757
992,-163.542140302
993,-36.9064972834
994,-60.4127732102
995,-126.783460403
996,-121.270004954
997,-15.4121435826
998,4.40142469788
999,-27.1047278705
1000,-164.350177866
1001,-108.746784645
1002,-27.0261508801
1003,-34.0733159749
1004,-75.3976138584
1005,-37.2041073235
1006,-14.3322404913
1007,-101.058955018
1008,-119.941658637
1009,-9.52798046083
1010,-59.1110726294
1011,-87.3632690407
1012,-73.5199194982
1013,-60.5449665884
1014,-114.208597794
1015,-76.2956494792
1016,-170.224614705
1017,-74.3804213662
1018,-144.711746691
1019,-107.217275811
1020,-50.1437015026
1021,-18.3250677186
1022,-115.378881659
1023,-35.8258068933
1024,-85.8396602187
1025,-106.794549126
1026,-12.8562916719
1027,-11.5912047785
1028,-156.232912876
1029,-25.0818067284
1030,-19.5987730136
1031,-7.33852612759
1032,-22.9825639506
1033,-10.619688741
1034,-20.5803555917
1035,2.92250391681
1036,-10.9491039193
1037,-13.2869219493
1038,-100.408583326
1039,-98.2072087305
1040,-28.340455341
1041,-162.815914344
1042,-132.169916303
1043,-92.3356228139
1044,-140.028760755
1045,-59.5117073892
1046,-72.592720313
1047,-88.9199025812
1048,-16.7859265898
1049,-56.1649996227
1050,-13.6294712488
1051,1.71354011251
1052,2.32085558835
1053,-17.0065755804
1054,-37.8715546305
1055,3.62865418076
1056,-36.7072982677
1057,1.09699489332
1058,-1.77037995819
1059,4.57470415855
1060,-4.12321964552
1061,0.542315926103
1062,-21.5564767037
1063,-72.8810595634
1064,-46.3277282083
1065,-34.9666120213
1066,-30.9006373017
1067,-34.9045543669
1068,-16.6297969645
1069,-32.6500290415
1070,-95.9861217611
1071,-24.3141948575
1072,-22.195383087
1073,-20.9185494044
1074,-34.5655400743
1075,-6.04979313041
1076,-7.43695041791
1077,-17.3350217342
1078,4.83543100536
1079,-3.26845229144
1080,-14.8208009036
1081,-6.36318825888
1082,-10.7823084753
1083,-12.9265680702
1084,-4.64509066617
1085,-84.9996404237
1086,-4.26401196141
1087,-104.763250629
1088,6.99919422981
1089,-6.08837369488
1090,-154.226102083
1091,16.5436368489
1092,-4.17866634018
1093,-2.68579485352
1094,-34.3386633721
1095,-155.750775721
1096,-28.5504248972
1097,-23.1695599668
1098,-168.387365305
1099,-14.3556751372
1100,-106.208568538
1101,-2.24853435144
1102,-7.69941754086
1103,-19.3627791481
1104,-54.8135701744
1105,-37.6344567068
1106,-21.8931677479
1107,-57.1023401438
1108,-9.06066525841
1109,-156.054730885
1110,-4.652738337
1111,-155.342675312
1112,-21.3656197916
1113,-20.6501013612
1114,-10.6909674777
1115,-11.5042820174
1116,-13.8020649172
1117,-139.688847737
1118,-160.179281186
1119,-166.561179327
1120,-50.6560622834
1121,-110.704453928
1122,16.553499008
1123,9.11240546385
1124,-7.80063179073
1125,-1.96318528319
1126,-6.46943742346
1127,-6.25264920131
1128,-0.254734164994
1129,-2.59424820675
1130,-4.44032904307
1131,-36.1902020211
1132,-160.582115316
1133,-46.3501752246
1134,-68.1311974512
1135,-167.730258422
1136,-1.19362766832
1137,-6.70670237012
1138,-10.5990634889
1139,1.39061833166
1140,-3.39023693393
1141,-3.73089182573
1142,-0.562092951868
1143,-3.39178594874
1144,-3.55373961601
1145,-3.11721202379
1146,-3.2367729565
1147,-3.11368406356
1148,-3.42941173076
1149,-3.41806755574
1150,-3.38055897487
1151,-3.32174542379
1152,-3.06052768708
1153,-3.49019113179
1154,-3.54250597621
1155,-7.08652253974
1156,-16.0758399743
1157,-12.4130532249
1158,-161.083214889
1159,-166.24992385
1160,-165.543583125
1161,-4.28460506793
1162,-3.09206612336
1163,-3.43712878658
1164,-3.63644201636
1165,-1.30424306129
1166,-23.1035396163
1167,-43.9439615058
1168,-5.3612293628
1169,-12.5810089145
1170,-0.644275046175
1171,-6.56625606095
1172,-8.00934028072
1173,-7.2987136907
1174,2.45174463049
1175,-6.33240722663
1176,-19.4932893124
1177,-2.7200223455
1178,-4.150581062
1179,-0.732167095536
1180,-6.17399709921
1181,-2.81198982873
1182,-9.78365518326
1183,-3.31077354299
1184,-3.1403228388
1185,-4.01523459424
1186,-3.38036017329
1187,-3.90764328812
1188,-2.88068804894
1189,-3.81684380725
1190,-3.40502112604
1191,-3.24773565765
1192,-3.51124537248
1193,-0.0694017792199
1194,-1.22499395991
1195,-9.6395407834
1196,-13.2585973704
1197,-14.0990649164
1198,-104.354182081
1199,-165.330740698
1200,-165.810738632
1201,-167.717609474
1202,-142.427152742
1203,-166.789687937
1204,-168.145265385
1205,-166.946576106
1206,-166.147890131
1207,-165.703167645
1208,-164.485405757
1209,-168.028951588
1210,-167.648055097
1211,-168.506509072
1212,-164.572073116
1213,-160.109886179
1214,-166.779456103
1215,-162.558635758
1216,-166.251686864
1217,-163.464775283
1218,-167.157337666
1219,-145.444685188
1220,-162.411917081
1221,-161.813984021
1222,-48.1490393506
1223,-212.798383115
1224,-212.834865393
1225,-158.85940853
1226,-212.843806038
1227,-212.849165537
1228,-212.823150799
1229,-161.803951701
1230,-212.817545703
1231,-212.917941913
1232,-188.85562452
1233,-188.974508078
1234,-216.614356375
1235,-212.840713522
1236,3.266118368
1237,-212.9198051
1238,-212.826934893
1239,-212.873919236
1240,-11.8781850589
1241,0.447294131191
1242,-43.7325390668
1243,-36.365961248
1244,-51.3227579292
1245,-44.4823651909
1246,-47.0016572138
1247,-48.5845170407
1248,-81.3310775846
1249,-84.9435429448
1250,-69.9409733523
1251,-180.163428199
1252,-107.914357055
1253,-6.29932210762
1254,-3.71851764134
1255,-11.0327130379
1256,-21.6953133023
1257,-11.1601814481
1258,-26.3352846991
1259,-15.7955480588
1260,-7.73402166005
1261,0.877068151671
1262,-35.0651162015
1263,-4.72069589315
1264,-9.33893960983
1265,2.3407546243
1266,15.9237126205
1267,-26.1069287109
1268,-30.5038852935
1269,-15.1085761768
1270,12.4924579562
1271,12.5934356233
1272,-1.34241438109
1273,1.34331653525
1274,0.846842904866
1275,1.55431348312
1276,-0.273507969316
1277,1.32951189532
1278,0.954055189857
1279,-0.325166172335
1280,1.14414174223
1281,1.05129280566
1282,1.77011082205
1283,1.27823778953
1284,1.0067791646
1285,0.79997438038
1286,1.23986253872
1287,0.650681854089
1288,0.944779291915
1289,3.62505528801
1290,1.21568865577
1291,1.44604638408
1292,-0.26405350304
1293,1.01094075444
1294,-0.0774472603943
1295,1.4233869878
1296,-1.10973804507
1297,1.97242070168
1298,1.4551750826
1299,1.35682742233
1300,-1.10691001732
1301,1.984431569
1302,-1.77562946545
1303,0.655425760747
1304,1.06474370576
1305,1.57334596502
1306,-0.872372037127
1307,1.00640802652
1308,-1.45746542349
1309,-0.743433658824
1310,0.400729744053
1311,-0.779806440795
1312,1.86564258339
1313,-0.818592805784
1314,-0.68782221952
1315,1.72527537722
1316,0.810261976559
1317,0.881850409272
1318,-0.979980421433
1319,-0.164200059032
1320,0.456783661708
1321,1.16237166132
1322,1.00715410008
1323,0.805128797948
1324,1.56012315375
1325,1.33275167934
1326,0.732437759616
1327,0.830567189735
1328,0.0360774115793
1329,-1.04536634955
1330,-0.350025655911
1331,1.10295506699
1332,1.34677437482
1333,0.280390080538
1334,0.975014737497
1335,0.272073721048
1336,-1.45708585594
1337,0.652676749462
1338,1.32789392352
1339,-0.0723378913798
1340,1.32545284172
1341,0.901309188783
1342,0.254166718094
1343,-1.02985824477
1344,-0.800235207763
1345,0.489050924159
1346,0.65352998325
1347,0.717850418574
1348,1.72347684264
1349,0.958636745837
1350,1.55770400561
1351,-0.962236550341
1352,-0.401750669768
1353,2.01611150264
1354,0.821872273312
1355,0.142983016795
1356,0.999499646377
1357,0.247574756738
1358,2.37845358058
1359,0.852914464059
1360,0.932229069446
1361,-1.8944328273
1362,0.291881547773
1363,0.968636532861
1364,0.782960438976
1365,1.66014598805
1366,-1.14413136421
1367,1.04416576498
1368,1.85720862808
1369,0.491075685382
1370,0.156037644731
1371,0.939409863578
1372,-1.27095263009
1373,-1.41718676774
1374,1.6096421551
1375,0.835276927802
1376,-0.400722425587
1377,1.29662565753
1378,-1.26860362644
1379,0.767238835348
1380,1.26261798707
1381,-1.17173762546
1382,0.763185383156
1383,0.438598221513
1384,0.893401268064
1385,0.061747267308
1386,-1.04010549718
1387,0.746003822556
1388,0.665626082622
1389,0.389475522815
1390,-1.46319988796
1391,1.74701763698
1392,-1.36869326369
1393,0.710126902926
1394,0.35586188609
1395,1.2890852098
1396,1.33706985085
1397,-1.26546136155
1398,0.862471967823
1399,0.897644800085
1400,-0.470880537799
1401,1.2688146624
1402,0.480872043975
1403,0.666042472462
1404,1.66625457988
1405,1.43270964036
1406,0.138433791904
1407,0.83738334126
1408,0.188531706865
1409,0.578680988998
1410,0.228091733971
1411,0.635242683912
1412,0.529378794993
1413,3.01926255925
1414,0.944716512377
1415,0.840343470941
1416,1.18810726191
1417,0.741290882463
1418,1.00725631864
1419,1.84136222357
1420,-0.10724527441
1421,1.03566506824
1422,0.914968758643
1423,1.30807069968
1424,0.557950129129
1425,0.626604228135
1426,0.449217683625
1427,-1.43213786069
1428,0.466760147461
1429,-1.2961195335
1430,0.438777855951
1431,0.829243995766
